merchant_id,merchant_name,merchant_category,merchant_city,merchant_city_tier,is_active
MER00070,Sant HP Petrol,Fuel,Chennai,Tier1,1
MER00071,Tara Hospital,Healthcare,Vadodara,Tier2,1
MER00072,Saran Uber,Auto & Transport,Moradabad,Tier3,1
MER00073,Sani Multiplex,Entertainment,Kolkata,Tier1,1
MER00074,Lad Service Apartment,Hotel & Lodging,Mumbai,Tier1,1
MER00075,Sarma Pharmacy,Healthcare,Vadodara,Tier2,1
MER00076,Dalal Cafe,Food & Beverage,Chennai,Tier1,1
MER00077,Borde Daily Needs,Grocery,Bhopal,Tier2,1
MER00078,Nazareth Snapdeal,E-commerce,Chandigarh,Tier3,1
MER00079,Mann College,Education,Surat,Tier2,0
MER00080,Sarraf Residency,Rent,Kolkata,Tier1,1
MER00081,Konda Textile,Clothing & Fashion,Delhi,Tier1,0
MER00082,Chakraborty Personal Transfer,P2P Transfer,Pune,Tier1,1
MER00083,Ganesh Nykaa,E-commerce,Pune,Tier1,1
MER00084,Prakash Event,Entertainment,Lucknow,Tier2,1
MER00085,Chanda Pharmacy,Healthcare,Jodhpur,Tier3,1
MER00086,Reddy Tiffin Center,Food & Beverage,Ahmedabad,Tier1,1
MER00087,Grewal Auto Rickshaw,Auto & Transport,Bhopal,Tier2,1
MER00088,Chad Salon,Salon & Wellness,Kolkata,Tier1,1
MER00089,Aggarwal Uber,Auto & Transport,Amritsar,Tier3,1
MER00090,Tank Tiffin Center,Food & Beverage,Ghaziabad,Tier3,1
MER00091,Ramanathan General Store,Grocery,Hyderabad,Tier1,1
MER00092,Chaudhry BPCL Outlet,Fuel,Pune,Tier1,1
MER00093,Pillay Textile,Clothing & Fashion,Kolkata,Tier1,1
MER00094,Sarna DTH Services,Utilities,Lucknow,Tier2,1
MER00095,Borah Rapido,Auto & Transport,Delhi,Tier1,1
MER00096,Ramanathan Hotel,Hotel & Lodging,Kanpur,Tier2,0
MER00097,Bose Service Apartment,Hotel & Lodging,Nagpur,Tier2,1
MER00098,Sarna Restaurant,Food & Beverage,Kanpur,Tier2,1
MER00099,Koshy Mobile Store,Electronics,Delhi,Tier1,1
MER00100,Bobal Boutique,Clothing & Fashion,Ahmedabad,Tier1,1
MER00101,Mangal Fashion Store,Clothing & Fashion,Ahmedabad,Tier1,1
MER00102,Buch Kirana Store,Grocery,Surat,Tier2,1
MER00103,Contractor Snapdeal,E-commerce,Bangalore,Tier1,1
MER00104,Dhillon Fashion Store,Clothing & Fashion,Mumbai,Tier1,1
MER00105,Ahuja Kirana Store,Grocery,Hyderabad,Tier1,1
MER00106,Mander Nykaa,E-commerce,Ahmedabad,Tier1,1
MER00107,Patel Hospital,Healthcare,Delhi,Tier1,1
MER00108,Handa Lodge,Hotel & Lodging,Indore,Tier2,1
MER00109,Pathak Broadband,Utilities,Surat,Tier2,1
MER00110,Sahni Textile,Clothing & Fashion,Bangalore,Tier1,1
MER00111,Ramakrishnan Cab Service,Travel,Jodhpur,Tier3,1
MER00112,Bhatt Ola,Auto & Transport,Moradabad,Tier3,1
MER00113,Saha Residency,Rent,Visakhapatnam,Tier2,1
MER00114,Subramaniam Apartments,Rent,Noida,Tier3,1
MER00115,Subramaniam Restaurant,Food & Beverage,Patna,Tier2,1
MER00116,Bhatnagar Daily Needs,Grocery,Bangalore,Tier1,1
MER00117,Bhandari Electronics,Electronics,Hyderabad,Tier1,1
MER00118,Dara Insurance Co,Insurance,Chennai,Tier1,0
MER00119,Chandra Gym,Salon & Wellness,Visakhapatnam,Tier2,1
MER00120,Vohra Gym,Salon & Wellness,Delhi,Tier1,1
MER00121,Madan Dhaba,Food & Beverage,Mumbai,Tier1,1
MER00122,Narayanan School Fees,Education,Delhi,Tier1,1
MER00123,Kannan Supermart,Grocery,Ahmedabad,Tier1,1
MER00124,Parmer Spa,Salon & Wellness,Kolkata,Tier1,1
MER00125,Goswami Metro Card,Auto & Transport,Chennai,Tier1,1
MER00126,Dash Realty,Rent,Kanpur,Tier2,1
MER00127,Dutt Biryani House,Food & Beverage,Varanasi,Tier3,1
MER00128,Krish College,Education,Chennai,Tier1,1
MER00129,Chaudhuri Friend Transfer,P2P Transfer,Indore,Tier2,1
MER00130,Iyengar Daily Needs,Grocery,Bikaner,Tier3,1
MER00131,Kaul Uber,Auto & Transport,Lucknow,Tier2,1
MER00132,Garde Daily Needs,Grocery,Ahmedabad,Tier1,1
MER00133,Dutt Juice Corner,Food & Beverage,Bangalore,Tier1,1
MER00134,Nagarajan Housing,Rent,Hyderabad,Tier1,1
MER00135,Dani Cafe,Food & Beverage,Lucknow,Tier2,1
MER00136,Kade Spa,Salon & Wellness,Surat,Tier2,1
MER00137,Andra Diagnostic Lab,Healthcare,Ahmedabad,Tier1,1
MER00138,Solanki Guest House,Hotel & Lodging,Moradabad,Tier3,1
MER00139,Date Fresh Mart,Grocery,Visakhapatnam,Tier2,1
MER00140,Cherian Salon,Salon & Wellness,Visakhapatnam,Tier2,1
MER00141,Pillay Fresh Mart,Grocery,Bikaner,Tier3,1
MER00142,Roy Service Apartment,Hotel & Lodging,Agra,Tier2,1
MER00143,Oak Travel Agency,Travel,Chennai,Tier1,1
MER00144,Kaul Inn,Hotel & Lodging,Agra,Tier2,1
MER00145,Parmar Inn,Hotel & Lodging,Madurai,Tier2,1
MER00146,Karpe Event,Entertainment,Hyderabad,Tier1,1
MER00147,Trivedi Gadget Shop,Electronics,Coimbatore,Tier2,1
MER00148,Kala Multiplex,Entertainment,Vadodara,Tier2,1
MER00149,Garde Water Supply,Utilities,Delhi,Tier1,1
MER00150,Randhawa HP Petrol,Fuel,Coimbatore,Tier2,1
MER00151,Vohra Fresh Mart,Grocery,Ranchi,Tier2,1
MER00152,Shroff Family Transfer,P2P Transfer,Coimbatore,Tier2,1
MER00153,Misra Meesho,E-commerce,Bangalore,Tier1,1
MER00154,Dixit Readymade,Clothing & Fashion,Kanpur,Tier2,1
MER00155,Patel Nykaa,E-commerce,Surat,Tier2,1
MER00156,Bhatti Insurance Co,Insurance,Pune,Tier1,0
MER00157,Pall Hotel,Hotel & Lodging,Indore,Tier2,1
MER00158,Menon Water Supply,Utilities,Bikaner,Tier3,1
MER00159,Bora Rapido,Auto & Transport,Hyderabad,Tier1,1
MER00160,Mandal Gaming Zone,Entertainment,Bhopal,Tier2,1
MER00161,Dugar BPCL Outlet,Fuel,Kanpur,Tier2,1
MER00162,Balasubramanian Diagnostic Lab,Healthcare,Agra,Tier2,1
MER00163,More Auto Rickshaw,Auto & Transport,Aurangabad,Tier3,1
MER00164,Raju College,Education,Vadodara,Tier2,1
MER00165,Basak Supermart,Grocery,Agra,Tier2,1
MER00166,Kara Broadband,Utilities,Agra,Tier2,1
MER00167,Dyal Water Supply,Utilities,Kolkata,Tier1,1
MER00168,Iyer Amazon,E-commerce,Mumbai,Tier1,1
MER00169,Mani Cafe,Food & Beverage,Lucknow,Tier2,1
MER00170,Mahajan Myntra,E-commerce,Amritsar,Tier3,1
MER00171,Walla Cafe,Food & Beverage,Rajkot,Tier3,1
MER00172,Loyal General Store,Grocery,Bangalore,Tier1,1
MER00173,Divan Bus Service,Travel,Madurai,Tier2,1
MER00174,Johal Fuel Station,Fuel,Amritsar,Tier3,1
MER00175,Varughese Health Insurance,Insurance,Mumbai,Tier1,1
MER00176,Ganesh Metro Card,Auto & Transport,Delhi,Tier1,1
MER00177,Edwin Fresh Mart,Grocery,Kolkata,Tier1,1
MER00178,Bobal Health Insurance,Insurance,Mumbai,Tier1,1
MER00179,Naidu Water Supply,Utilities,Delhi,Tier1,1
MER00180,Parmar Tuition,Education,Ranchi,Tier2,1
MER00181,Radhakrishnan Dhaba,Food & Beverage,Visakhapatnam,Tier2,1
MER00182,Barman Realty,Rent,Patna,Tier2,1
MER00183,Sem Realty,Rent,Hyderabad,Tier1,1
MER00184,Ghosh Juice Corner,Food & Beverage,Amritsar,Tier3,1
MER00185,Sampath General Store,Grocery,Mumbai,Tier1,1
MER00186,Mand Tiffin Center,Food & Beverage,Ranchi,Tier2,1
MER00187,Kara Properties,Rent,Surat,Tier2,1
MER00188,Ranganathan Cafe,Food & Beverage,Delhi,Tier1,1
MER00189,Ahluwalia Indian Oil,Fuel,Delhi,Tier1,1
MER00190,Savant Daily Needs,Grocery,Guwahati,Tier3,1
MER00191,Gupta Hospital,Healthcare,Noida,Tier3,1
MER00192,Vig Amazon,E-commerce,Noida,Tier3,1
MER00193,Kibe Wellness Center,Salon & Wellness,Tiruchirappalli,Tier3,1
MER00194,Virk SIP Payment,Investment,Hyderabad,Tier1,1
MER00195,Chadha Sweet Shop,Food & Beverage,Ranchi,Tier2,1
MER00196,Rao Electronics,Electronics,Agra,Tier2,1
MER00197,Acharya Boutique,Clothing & Fashion,Mumbai,Tier1,1
MER00198,Tata Metro Card,Auto & Transport,Ranchi,Tier2,1
MER00199,Master Snapdeal,E-commerce,Indore,Tier2,1
MER00200,Prashad Inn,Hotel & Lodging,Indore,Tier2,1
MER00201,Mukherjee Diagnostic Lab,Healthcare,Rajkot,Tier3,1
MER00202,Barad Fresh Mart,Grocery,Lucknow,Tier2,1
MER00203,Karnik Restaurant,Food & Beverage,Agra,Tier2,1
MER00204,Jani Mobile Store,Electronics,Jaipur,Tier2,1
MER00205,Ratta Nykaa,E-commerce,Aurangabad,Tier3,1
MER00206,Borah Gas Agency,Utilities,Aurangabad,Tier3,1
MER00207,Mand Guest House,Hotel & Lodging,Madurai,Tier2,0
MER00208,Palla Appliances,Electronics,Ranchi,Tier2,1
MER00209,Deshpande Fresh Mart,Grocery,Vadodara,Tier2,1
MER00210,Kapadia Textile,Clothing & Fashion,Nagpur,Tier2,1
MER00211,Mangal Restaurant,Food & Beverage,Kanpur,Tier2,1
MER00212,Morar Ola,Auto & Transport,Pune,Tier1,1
MER00213,Narayanan Guest House,Hotel & Lodging,Nashik,Tier2,1
MER00214,Sharaf Travel Agency,Travel,Mumbai,Tier1,1
MER00215,Sule Gaming Zone,Entertainment,Vadodara,Tier2,1
MER00216,Pai DTH Services,Utilities,Guwahati,Tier3,1
MER00217,Vora Broadband,Utilities,Moradabad,Tier3,1
MER00218,Sem Sweet Shop,Food & Beverage,Tiruchirappalli,Tier3,1
MER00219,Prabhu Meesho,E-commerce,Pune,Tier1,1
MER00220,Arora Kirana Store,Grocery,Ahmedabad,Tier1,1
MER00221,Mangat Uber,Auto & Transport,Kolkata,Tier1,1
MER00222,Sridhar Biryani House,Food & Beverage,Delhi,Tier1,1
MER00223,Mutti Residency,Rent,Gorakhpur,Tier3,1
MER00224,Mani Daily Needs,Grocery,Gorakhpur,Tier3,1
MER00225,Ben General Store,Grocery,Ranchi,Tier2,1
MER00226,Kaul Ola,Auto & Transport,Jodhpur,Tier3,1
MER00227,Gulati Family Transfer,P2P Transfer,Hyderabad,Tier1,1
MER00228,Hayre Kirana Store,Grocery,Faridabad,Tier3,1
MER00229,Mahal Kirana Store,Grocery,Agra,Tier2,1
MER00230,Goswami Motor Insurance,Insurance,Ahmedabad,Tier1,1
MER00231,Ranganathan Supermart,Grocery,Madurai,Tier2,1
MER00232,Sathe Nykaa,E-commerce,Bhopal,Tier2,1
MER00233,Dugar Rapido,Auto & Transport,Nashik,Tier2,1
MER00234,Mannan Multiplex,Entertainment,Mumbai,Tier1,1
MER00235,Tailor Personal Transfer,P2P Transfer,Bareilly,Tier3,1
MER00236,Pant Railway Booking,Travel,Ahmedabad,Tier1,1
MER00237,Iyer Tiffin Center,Food & Beverage,Delhi,Tier1,1
MER00238,Mohan OTT Platform,Entertainment,Jaipur,Tier2,1
MER00239,Karan Tiffin Center,Food & Beverage,Delhi,Tier1,1
MER00240,Bir Friend Transfer,P2P Transfer,Chennai,Tier1,1
MER00241,Sidhu Personal Transfer,P2P Transfer,Varanasi,Tier3,1
MER00242,Kala Mobile Store,Electronics,Hyderabad,Tier1,1
MER00243,Halder Supermart,Grocery,Chennai,Tier1,1
MER00244,Baral Supermart,Grocery,Chennai,Tier1,1
MER00245,Buch Realty,Rent,Jabalpur,Tier3,1
MER00246,Gokhale Restaurant,Food & Beverage,Kanpur,Tier2,1
MER00247,Subramaniam Pharmacy,Healthcare,Pune,Tier1,1
MER00248,Naik Snapdeal,E-commerce,Chennai,Tier1,1
MER00249,Buch Sweet Shop,Food & Beverage,Mumbai,Tier1,1
MER00250,Sem Kirana Store,Grocery,Jaipur,Tier2,1
MER00251,Suresh HP Petrol,Fuel,Gorakhpur,Tier3,1
MER00252,Chakraborty Juice Corner,Food & Beverage,Nagpur,Tier2,1
MER00253,Pillai Cafe,Food & Beverage,Jodhpur,Tier3,0
MER00254,Ramanathan Sweet Shop,Food & Beverage,Ahmedabad,Tier1,1
MER00255,Palla Diagnostic Lab,Healthcare,Kolkata,Tier1,1
MER00256,Soman Gym,Salon & Wellness,Indore,Tier2,1
MER00257,Subramanian Fresh Mart,Grocery,Agra,Tier2,1
MER00258,Ram Cinema,Entertainment,Kolkata,Tier1,1
MER00259,Nayak Biryani House,Food & Beverage,Nagpur,Tier2,1
MER00260,Atwal Nykaa,E-commerce,Bhopal,Tier2,1
MER00261,Chadha Diagnostic Lab,Healthcare,Kolkata,Tier1,1
MER00262,Muni Fuel Station,Fuel,Kolkata,Tier1,1
MER00263,Borah Rapido,Auto & Transport,Gorakhpur,Tier3,1
MER00264,Aggarwal Properties,Rent,Indore,Tier2,1
MER00265,Goyal Event,Entertainment,Chennai,Tier1,1
MER00266,Jayaraman Event,Entertainment,Pune,Tier1,1
MER00267,Srinivas Family Transfer,P2P Transfer,Bhopal,Tier2,1
MER00268,Dutt Railway Booking,Travel,Rajkot,Tier3,1
MER00269,Deo Family Transfer,P2P Transfer,Agra,Tier2,1
MER00270,Modi Water Supply,Utilities,Coimbatore,Tier2,1
MER00271,Dixit Readymade,Clothing & Fashion,Mumbai,Tier1,1
MER00272,Shroff Policy Bazaar,Insurance,Surat,Tier2,1
MER00273,Shanker Diagnostic Lab,Healthcare,Jodhpur,Tier3,1
MER00274,Kumer Medical Store,Healthcare,Vadodara,Tier2,1
MER00275,Choudhury Ola,Auto & Transport,Visakhapatnam,Tier2,1
MER00276,Shetty Cafe,Food & Beverage,Delhi,Tier1,0
MER00277,Venkatesh Spa,Salon & Wellness,Kolkata,Tier1,0
MER00278,Kunda Uber,Auto & Transport,Chennai,Tier1,1
MER00279,Menon Tiffin Center,Food & Beverage,Kanpur,Tier2,1
MER00280,Trivedi Dhaba,Food & Beverage,Varanasi,Tier3,1
MER00281,Raval Broadband,Utilities,Ranchi,Tier2,1
MER00282,Rai LIC,Insurance,Delhi,Tier1,1
MER00283,Sood Kirana Store,Grocery,Mumbai,Tier1,1
MER00284,Bala Insurance Co,Insurance,Allahabad,Tier3,1
MER00285,Dyal Travel Agency,Travel,Jabalpur,Tier3,1
MER00286,Rout Travel Agency,Travel,Coimbatore,Tier2,1
MER00287,Dey Meesho,E-commerce,Pune,Tier1,1
MER00288,Dyal Family Transfer,P2P Transfer,Kanpur,Tier2,1
MER00289,Bedi SIP Payment,Investment,Mumbai,Tier1,1
MER00290,Mahal Sweet Shop,Food & Beverage,Rajkot,Tier3,0
MER00291,Ghose Insurance Co,Insurance,Pune,Tier1,1
MER00292,Vig Flipkart,E-commerce,Jaipur,Tier2,1
MER00293,Srinivas Restaurant,Food & Beverage,Indore,Tier2,1
MER00294,Pillay Motor Insurance,Insurance,Vadodara,Tier2,1
MER00295,Ahuja Amazon,E-commerce,Mumbai,Tier1,1
MER00296,Hayer Cafe,Food & Beverage,Hyderabad,Tier1,1
MER00297,Merchant Tuition,Education,Nagpur,Tier2,1
MER00298,Om Restaurant,Food & Beverage,Mysore,Tier3,1
MER00299,Krish OTT Platform,Entertainment,Jodhpur,Tier3,1
MER00300,Dey Restaurant,Food & Beverage,Nashik,Tier2,1
MER00301,Bhat Auto Rickshaw,Auto & Transport,Ahmedabad,Tier1,1
MER00302,Karan Gadget Shop,Electronics,Ranchi,Tier2,1
MER00303,Sangha Friend Transfer,P2P Transfer,Ahmedabad,Tier1,1
MER00304,Dugar HP Petrol,Fuel,Hyderabad,Tier1,1
MER00305,Kumar Juice Corner,Food & Beverage,Kolkata,Tier1,1
MER00306,Morar Realty,Rent,Chennai,Tier1,1
MER00307,Balakrishnan Apartments,Rent,Jabalpur,Tier3,1
MER00308,Bose Meesho,E-commerce,Coimbatore,Tier2,1
MER00309,Srinivas Kirana Store,Grocery,Delhi,Tier1,1
MER00310,Kala Auto Rickshaw,Auto & Transport,Pune,Tier1,1
MER00311,Prakash Housing,Rent,Kolkata,Tier1,1
MER00312,Dar Diagnostic Lab,Healthcare,Bhopal,Tier2,1
MER00313,Chad Uber,Auto & Transport,Ranchi,Tier2,1
MER00314,Mukhopadhyay Kirana Store,Grocery,Amritsar,Tier3,1
MER00315,Patla Nykaa,E-commerce,Moradabad,Tier3,1
MER00316,Ramaswamy Restaurant,Food & Beverage,Agra,Tier2,1
MER00317,Subramanian Travel Agency,Travel,Kolkata,Tier1,1
MER00318,Narayan Beauty Parlour,Salon & Wellness,Pune,Tier1,1
MER00319,Tella HP Petrol,Fuel,Chennai,Tier1,1
MER00320,Kara Daily Needs,Grocery,Pune,Tier1,1
MER00321,Rajagopalan General Store,Grocery,Ahmedabad,Tier1,1
MER00322,Sathe Inn,Hotel & Lodging,Hyderabad,Tier1,1
MER00323,Raj Juice Corner,Food & Beverage,Patna,Tier2,0
MER00324,Kohli Insurance Co,Insurance,Hyderabad,Tier1,1
MER00325,Kumar Fresh Mart,Grocery,Delhi,Tier1,1
MER00326,Gera Garments,Clothing & Fashion,Ahmedabad,Tier1,1
MER00327,Nagarajan Personal Transfer,P2P Transfer,Bareilly,Tier3,1
MER00328,Khosla Realty,Rent,Kolkata,Tier1,1
MER00329,Narayanan Spa,Salon & Wellness,Hyderabad,Tier1,1
MER00330,Raval Petrol Pump,Fuel,Bangalore,Tier1,1
MER00331,Sehgal Meesho,E-commerce,Moradabad,Tier3,1
MER00332,Narain Gym,Salon & Wellness,Lucknow,Tier2,1
MER00333,Patel Kirana Store,Grocery,Visakhapatnam,Tier2,1
MER00334,Batra Mobile Store,Electronics,Mumbai,Tier1,1
MER00335,Banerjee Daily Needs,Grocery,Bangalore,Tier1,1
MER00336,Venkatesh Gas Agency,Utilities,Agra,Tier2,1
MER00337,Ravel HP Petrol,Fuel,Bhopal,Tier2,1
MER00338,Salvi Mutual Fund,Investment,Delhi,Tier1,1
MER00339,Bahl Appliances,Electronics,Hyderabad,Tier1,1
MER00340,Wason Kirana Store,Grocery,Hyderabad,Tier1,1
MER00341,Varkey Ola,Auto & Transport,Pune,Tier1,1
MER00342,Tara Mutual Fund,Investment,Kolkata,Tier1,1
MER00343,Mishra Inn,Hotel & Lodging,Bikaner,Tier3,1
MER00344,Sahota Dhaba,Food & Beverage,Hyderabad,Tier1,1
MER00345,Sampath Cafe,Food & Beverage,Bangalore,Tier1,1
MER00346,Tailor Readymade,Clothing & Fashion,Ranchi,Tier2,1
MER00347,Atwal Travel Agency,Travel,Jaipur,Tier2,1
MER00348,Dhillon Cafe,Food & Beverage,Pune,Tier1,0
MER00349,Dhingra Auto Rickshaw,Auto & Transport,Bangalore,Tier1,1
MER00350,Batta Tiffin Center,Food & Beverage,Hyderabad,Tier1,0
MER00351,Pal Petrol Pump,Fuel,Ahmedabad,Tier1,1
MER00352,Borah Realty,Rent,Delhi,Tier1,1
MER00353,Deshpande Stock Broker,Investment,Kolkata,Tier1,1
MER00354,Sagar Service Apartment,Hotel & Lodging,Kolkata,Tier1,1
MER00355,Mitra Guest House,Hotel & Lodging,Bangalore,Tier1,1
MER00356,Raghavan Beauty Parlour,Salon & Wellness,Ahmedabad,Tier1,1
MER00357,Venkatesh Medical Store,Healthcare,Bangalore,Tier1,1
MER00358,Tara Academy,Education,Lucknow,Tier2,0
MER00359,Saxena Realty,Rent,Coimbatore,Tier2,1
MER00360,Mand Flipkart,E-commerce,Pune,Tier1,1
MER00361,Oak School Fees,Education,Chennai,Tier1,1
MER00362,Devi Metro Card,Auto & Transport,Hyderabad,Tier1,1
MER00363,Vohra Coaching Center,Education,Visakhapatnam,Tier2,1
MER00364,Barman Tuition,Education,Bangalore,Tier1,1
MER00365,Dube Beauty Parlour,Salon & Wellness,Surat,Tier2,1
MER00366,Lall Family Transfer,P2P Transfer,Ghaziabad,Tier3,1
MER00367,Thaman Rapido,Auto & Transport,Mysore,Tier3,1
MER00368,Murty Event,Entertainment,Jabalpur,Tier3,1
MER00369,Dixit Supermart,Grocery,Pune,Tier1,1
MER00370,Sabharwal Bus Service,Travel,Delhi,Tier1,1
MER00371,Date Metro Card,Auto & Transport,Nagpur,Tier2,0
MER00372,Morar Indian Oil,Fuel,Coimbatore,Tier2,1
MER00373,Bir Garments,Clothing & Fashion,Patna,Tier2,1
MER00374,Kala Broadband,Utilities,Moradabad,Tier3,1
MER00375,Patla Cafe,Food & Beverage,Allahabad,Tier3,1
MER00376,Chanda Snapdeal,E-commerce,Mysore,Tier3,1
MER00377,Handa Electronics,Electronics,Bhopal,Tier2,1
MER00378,Kashyap Electronics,Electronics,Patna,Tier2,1
MER00379,Prashad Metro Card,Auto & Transport,Kanpur,Tier2,1
MER00380,Thaker Biryani House,Food & Beverage,Pune,Tier1,1
MER00381,Trivedi Snapdeal,E-commerce,Jabalpur,Tier3,1
MER00382,Badal Electric Board,Utilities,Bangalore,Tier1,0
MER00383,Chaudhry Garments,Clothing & Fashion,Ahmedabad,Tier1,1
MER00384,Edwin College,Education,Pune,Tier1,1
MER00385,Dara Cab Service,Travel,Nashik,Tier2,1
MER00386,Dixit LIC,Insurance,Vadodara,Tier2,1
MER00387,Chokshi Supermart,Grocery,Jaipur,Tier2,1
MER00388,Deol Electronics,Electronics,Allahabad,Tier3,1
MER00389,Sekhon Juice Corner,Food & Beverage,Kolkata,Tier1,1
MER00390,Kuruvilla Readymade,Clothing & Fashion,Chennai,Tier1,1
MER00391,Mittal Daily Needs,Grocery,Coimbatore,Tier2,1
MER00392,Naidu Daily Needs,Grocery,Coimbatore,Tier2,1
MER00393,Saini Railway Booking,Travel,Moradabad,Tier3,1
MER00394,Loyal Family Transfer,P2P Transfer,Ahmedabad,Tier1,1
MER00395,Soni Friend Transfer,P2P Transfer,Delhi,Tier1,1
MER00396,Lad Petrol Pump,Fuel,Mumbai,Tier1,1
MER00397,Vyas SIP Payment,Investment,Bhopal,Tier2,1
MER00398,Viswanathan Dhaba,Food & Beverage,Mumbai,Tier1,1
MER00399,Gole Tiffin Center,Food & Beverage,Bhopal,Tier2,1
MER00400,Sandal College,Education,Hyderabad,Tier1,1
MER00401,Choudhry Cab Service,Travel,Agra,Tier2,1
MER00402,Goda Mutual Fund,Investment,Meerut,Tier3,1
MER00403,Majumdar Pharmacy,Healthcare,Jabalpur,Tier3,1
MER00404,Dutta Housing,Rent,Bangalore,Tier1,1
MER00405,Ahuja Supermart,Grocery,Delhi,Tier1,1
